row_number,status,review_comment,raw_line,columns_count,parsed_service,parsed_test,parsed_biomaterial,parsed_unit,parsed_method
1669,invalid_column_count,invalid_column_count,"Инсулин в сыворотке,",2,Инсулин в сыворотке,,,,
1670,invalid_column_count,invalid_column_count,"Инсулин в плазме,",2,Инсулин в плазме,,,,
1671,invalid_column_count,invalid_column_count,"Гормон поджелудочной железы"",""Insulin,",2,"Гормон поджелудочной железы,Insulin",,,,
1672,invalid_column_count,invalid_column_count,"Serum insulin,",2,Serum insulin,,,,
1673,invalid_column_count,invalid_column_count,"Plasma insulin,",2,Plasma insulin,,,,
1674,invalid_column_count,invalid_column_count,"Pancreatic hormone""",1,Pancreatic hormone,,,,
1675,invalid_column_count,invalid_column_count,"С-пептид,С-пептид,Сыв-ка крови,пмоль/л,366.7,1466.65,,,,ЭХЛА,,,""С-пептид,",13,С-пептид,С-пептид,Сыв-ка крови,пмоль/л,ЭХЛА
1676,invalid_column_count,invalid_column_count,"Соединительный пептид,",2,Соединительный пептид,,,,
1677,invalid_column_count,invalid_column_count,"Пептид С,",2,Пептид С,,,,
1678,invalid_column_count,invalid_column_count,"С-пептид в сыворотке"",""C-peptide,",2,"С-пептид в сыворотке,C-peptide",,,,
1679,invalid_column_count,invalid_column_count,"Connecting peptide,",2,Connecting peptide,,,,
1680,invalid_column_count,invalid_column_count,"Proinsulin C-peptide,",2,Proinsulin C-peptide,,,,
1681,invalid_column_count,invalid_column_count,"Serum C-peptide""",1,Serum C-peptide,,,,
1682,invalid_column_count,invalid_column_count,"Антитела к бета-клеткам поджелудочной железы (Ат к островкам Лангерганса),Антитела к бета-клеткам поджелудочной железы (Ат к островкам Лангерганса),Сыв-ка крови,,,не обнаружено,,,,ИФА,,,""Антитела к островкам Лангерганса,",13,Антитела к бета-клеткам поджелудочной железы (Ат к островкам Лангерганса),Антитела к бета-клеткам поджелудочной железы (Ат к островкам Лангерганса),Сыв-ка крови,,ИФА
1683,invalid_column_count,invalid_column_count,"ICA,",2,ICA,,,,
1684,invalid_column_count,invalid_column_count,"Анти-островковые антитела,",2,Анти-островковые антитела,,,,
1685,invalid_column_count,invalid_column_count,"Антитела к бета-клеткам"",""Islet cell antibodies,",2,"Антитела к бета-клеткам,Islet cell antibodies",,,,
1686,invalid_column_count,invalid_column_count,"ICA,",2,ICA,,,,
1687,invalid_column_count,invalid_column_count,"Anti-islet cell antibodies,",2,Anti-islet cell antibodies,,,,
1688,invalid_column_count,invalid_column_count,"Beta-cell antibodies""",1,Beta-cell antibodies,,,,
1689,invalid_column_count,invalid_column_count,"Антитела к глутаматдекарбоксилазе (GAD),Антитела к глутаматдекарбоксилазе (GAD),Сыв-ка крови,,,не обнаружено,,,,ИФА,,,""Анти-GAD,",13,Антитела к глутаматдекарбоксилазе (GAD),Антитела к глутаматдекарбоксилазе (GAD),Сыв-ка крови,,ИФА
1690,invalid_column_count,invalid_column_count,"GAD-антитела,",2,GAD-антитела,,,,
1691,invalid_column_count,invalid_column_count,"Антитела к GAD65,",2,Антитела к GAD65,,,,
1692,invalid_column_count,invalid_column_count,"Антитела к глутаматдекарбоксилазе"",""GAD antibodies,",2,"Антитела к глутаматдекарбоксилазе,GAD antibodies",,,,
1693,invalid_column_count,invalid_column_count,"Anti-GAD,",2,Anti-GAD,,,,
1694,invalid_column_count,invalid_column_count,"GAD65 antibodies,",2,GAD65 antibodies,,,,
1695,invalid_column_count,invalid_column_count,"Glutamate decarboxylase antibodies""",1,Glutamate decarboxylase antibodies,,,,
1696,invalid_column_count,invalid_column_count,"Антитела к инсулину,Антитела к инсулину,Сыв-ка крови,Ед/мл,0,10.0,,,,ИФА,,,""Антитела к инсулину,",13,Антитела к инсулину,Антитела к инсулину,Сыв-ка крови,Ед/мл,ИФА
1697,invalid_column_count,invalid_column_count,"IAA,",2,IAA,,,,
1698,invalid_column_count,invalid_column_count,"Аутоантитела к инсулину,",2,Аутоантитела к инсулину,,,,
1699,invalid_column_count,invalid_column_count,"Инсулин-связывающие антитела"",""Insulin antibodies,",2,"Инсулин-связывающие антитела,Insulin antibodies",,,,
1700,invalid_column_count,invalid_column_count,"IAA,",2,IAA,,,,
1701,invalid_column_count,invalid_column_count,"Anti-insulin antibodies,",2,Anti-insulin antibodies,,,,
1702,invalid_column_count,invalid_column_count,"Insulin autoantibodies""",1,Insulin autoantibodies,,,,
1703,invalid_column_count,invalid_column_count,"Проинсулин,Проинсулин,Сыв-ка крови,пмоль/л,0.5,3.5,11-18 лет,,,ИФА,,,""Проинсулин,",13,Проинсулин,Проинсулин,Сыв-ка крови,пмоль/л,ИФА
1704,invalid_column_count,invalid_column_count,"Предшественник инсулина,",2,Предшественник инсулина,,,,
1705,invalid_column_count,invalid_column_count,"Проинсулин в сыворотке"",""Proinsulin,",2,"Проинсулин в сыворотке,Proinsulin",,,,
1706,invalid_column_count,invalid_column_count,"Insulin precursor,",2,Insulin precursor,,,,
1707,invalid_column_count,invalid_column_count,"Serum proinsulin""",1,Serum proinsulin,,,,
1708,needs_review,unit_conflict_for_same_test_context,",,,пмоль/л,0.7,4.3,19 - 90 лет,,,,,,,",14,свободный бетта-субъединица хорионического гонадотропина человека (Свободный бетта-ХГЧ),свободный бетта-субъединица хорионического гонадотропина человека (Свободный бетта-ХГЧ),Сыв-ка крови,пмоль/л,ИХЛА
1709,invalid_column_count,invalid_column_count,"Гастрин-17 базальный,Гастрин-17 базальный,Сыв-ка крови,пмоль/л,1.0,7.0,,,,ИФА,Гормональные исследования,Гормоны и маркёры желудка		,""Гастрин-17 базальный,",13,Гастрин-17 базальный,Гастрин-17 базальный,Сыв-ка крови,пмоль/л,ИФА
1710,invalid_column_count,invalid_column_count,"G-17 базальный,",2,G-17 базальный,,,,
1711,invalid_column_count,invalid_column_count,"Гастрин-17 в сыворотке"",""Gastrin-17 basal,",2,"Гастрин-17 в сыворотке,Gastrin-17 basal",,,,
1712,invalid_column_count,invalid_column_count,"G-17 basal,",2,G-17 basal,,,,
1713,invalid_column_count,invalid_column_count,"Serum gastrin-17""",1,Serum gastrin-17,,,,
1714,invalid_column_count,invalid_column_count,"Гастрин-17 стимулированный,Гастрин-17 стимулированный,Сыв-ка крови после нагрузки,пмоль/л,3.0,30.0,,,,ИФА,Гормональные исследования,Гормоны и маркёры желудка		,""Гастрин-17 стимулированный,",13,Гастрин-17 стимулированный,Гастрин-17 стимулированный,Сыв-ка крови после нагрузки,пмоль/л,ИФА
1715,invalid_column_count,invalid_column_count,"G-17 стимулированный,",2,G-17 стимулированный,,,,
1716,invalid_column_count,invalid_column_count,"Гастрин-17 после стимуляции"",""Gastrin-17 stimulated,",2,"Гастрин-17 после стимуляции,Gastrin-17 stimulated",,,,
1717,invalid_column_count,invalid_column_count,"G-17 stimulated,",2,G-17 stimulated,,,,
1718,invalid_column_count,invalid_column_count,"Post-stimulation gastrin-17""",1,Post-stimulation gastrin-17,,,,
1719,invalid_column_count,invalid_column_count,"Пепсиноген-I,Пепсиноген-I,Сыв-ка крови,мкг/л,30.0,160.0,,,,ИФА,Гормональные исследования,Гормоны и маркёры желудка		,""Пепсиноген-I,",13,Пепсиноген-I,Пепсиноген-I,Сыв-ка крови,мкг/л,ИФА
1720,invalid_column_count,invalid_column_count,"ПГ-I,",2,ПГ-I,,,,
1721,invalid_column_count,invalid_column_count,"Пепсиноген 1,",2,Пепсиноген 1,,,,
1722,invalid_column_count,invalid_column_count,"Пепсиноген A"",""Pepsinogen I,",2,"Пепсиноген A,Pepsinogen I",,,,
1723,invalid_column_count,invalid_column_count,"PG-I,",2,PG-I,,,,
1724,invalid_column_count,invalid_column_count,"Pepsinogen A,",2,Pepsinogen A,,,,
1725,invalid_column_count,invalid_column_count,"PGA""",1,PGA,,,,
1726,invalid_column_count,invalid_column_count,"Пепсиноген-II,Пепсиноген-II,Сыв-ка крови,мкг/л,3.0,15.0,,,,ИФА,Гормональные исследования,Гормоны и маркёры желудка		,""Пепсиноген-II,",13,Пепсиноген-II,Пепсиноген-II,Сыв-ка крови,мкг/л,ИФА
1727,invalid_column_count,invalid_column_count,"ПГ-II,",2,ПГ-II,,,,
1728,invalid_column_count,invalid_column_count,"Пепсиноген 2,",2,Пепсиноген 2,,,,
1729,invalid_column_count,invalid_column_count,"Пепсиноген C"",""Pepsinogen II,",2,"Пепсиноген C,Pepsinogen II",,,,
1730,invalid_column_count,invalid_column_count,"PG-II,",2,PG-II,,,,
1731,invalid_column_count,invalid_column_count,"Pepsinogen C,",2,Pepsinogen C,,,,
1732,invalid_column_count,invalid_column_count,"PGC""",1,PGC,,,,
1734,invalid_column_count,invalid_column_count,"Паратиреоидный гормон (паратгормон),Паратиреоидный гормон (паратгормон),Сыв-ка крови,пмоль/л,1.6,6.9,,,,ЭХЛА,Гормональные исследования,Гормоны и маркёры костного метаболизма (остеопороз)		,""Паратгормон,",13,Паратиреоидный гормон (паратгормон),Паратиреоидный гормон (паратгормон),Сыв-ка крови,пмоль/л,ЭХЛА
1735,invalid_column_count,invalid_column_count,"ПТГ,",2,ПТГ,,,,
1736,invalid_column_count,invalid_column_count,"Паратиреоидный гормон,",2,Паратиреоидный гормон,,,,
1737,invalid_column_count,invalid_column_count,"ПТГ в сыворотке"",""Parathyroid hormone,",2,"ПТГ в сыворотке,Parathyroid hormone",,,,
1738,invalid_column_count,invalid_column_count,"PTH,",2,PTH,,,,
1739,invalid_column_count,invalid_column_count,"Parathormone,",2,Parathormone,,,,
1740,invalid_column_count,invalid_column_count,"Serum PTH""",1,Serum PTH,,,,
1741,invalid_column_count,invalid_column_count,"Кальцитонин,Кальцитонин,Сыв-ка крови,пг/мл,0,40,0-6 месяцев,,,ИХЛА,,,""Кальцитонин,",13,Кальцитонин,Кальцитонин,Сыв-ка крови,пг/мл,ИХЛА
1742,invalid_column_count,invalid_column_count,"Тиреокальцитонин,",2,Тиреокальцитонин,,,,
1743,invalid_column_count,invalid_column_count,"Кальцитонин в сыворотке"",""Calcitonin,",2,"Кальцитонин в сыворотке,Calcitonin",,,,
1744,invalid_column_count,invalid_column_count,"Thyrocalcitonin,",2,Thyrocalcitonin,,,,
1745,invalid_column_count,invalid_column_count,"Serum calcitonin""",1,Serum calcitonin,,,,
1746,needs_review,unit_conflict_for_same_test_context,",,,пг/мл,0,15,7 месяцев - 3 года,,,,,,,",14,Соотношение Пепсиноген-I / Пепсиноген-II,Соотношение Пепсиноген-I / Пепсиноген-II,Сыв-ка крови,пг/мл,Расчетный
1749,invalid_column_count,invalid_column_count,"Остаза (костная щелочная фосфатаза),Остаза (костная щелочная фосфатаза),Сыв-ка крови,Мкг/л,3.7,20.9,муж.,,,ИХЛА,,,""Остаза,",13,Остаза (костная щелочная фосфатаза),Остаза (костная щелочная фосфатаза),Сыв-ка крови,Мкг/л,ИХЛА
1750,invalid_column_count,invalid_column_count,"Костная ЩФ,",2,Костная ЩФ,,,,
1751,invalid_column_count,invalid_column_count,"BAP,",2,BAP,,,,
1752,invalid_column_count,invalid_column_count,"Костно-специфическая щелочная фосфатаза"",""Ostase,",2,"Костно-специфическая щелочная фосфатаза,Ostase",,,,
1753,invalid_column_count,invalid_column_count,"Bone ALP,",2,Bone ALP,,,,
1754,invalid_column_count,invalid_column_count,"BAP,",2,BAP,,,,
1755,invalid_column_count,invalid_column_count,"Bone-specific alkaline phosphatase""",1,Bone-specific alkaline phosphatase,,,,
1756,needs_review,unit_conflict_for_same_test_context,",,,Мкг/л,2.9,14.5,жен. пременопауза,,,,,,,",14,Соотношение Пепсиноген-I / Пепсиноген-II,Соотношение Пепсиноген-I / Пепсиноген-II,Сыв-ка крови,Мкг/л,Расчетный
1758,invalid_column_count,invalid_column_count,"Остеокальцин,Остеокальцин,Сыв-ка крови,нг/мл,0,70,0-30 лет муж.,,,ЭХЛА,,,""Остеокальцин,",13,Остеокальцин,Остеокальцин,Сыв-ка крови,нг/мл,ЭХЛА
1759,invalid_column_count,invalid_column_count,"ОК,",2,ОК,,,,
1760,invalid_column_count,invalid_column_count,"Костный Gla-белок,",2,Костный Gla-белок,,,,
1761,invalid_column_count,invalid_column_count,"Белок костного матрикса"",""Osteocalcin,",2,"Белок костного матрикса,Osteocalcin",,,,
1762,invalid_column_count,invalid_column_count,"Bone Gla protein,",2,Bone Gla protein,,,,
1763,invalid_column_count,invalid_column_count,"BGP,",2,BGP,,,,
1764,invalid_column_count,invalid_column_count,"Bone matrix protein""",1,Bone matrix protein,,,,
1765,needs_review,unit_conflict_for_same_test_context,",,,нг/мл,0,42,31-50 лет муж.,,,,,,,",14,Соотношение Пепсиноген-I / Пепсиноген-II,Соотношение Пепсиноген-I / Пепсиноген-II,Сыв-ка крови,нг/мл,Расчетный
1769,invalid_column_count,invalid_column_count,"С-концевые телопептиды коллагена (β-Cross Laps),С-концевые телопептиды коллагена (β-Cross Laps),Сыв-ка крови,нг/мл,0,0.584,30-50 лет муж.,,,ЭХЛА,,,""β-CrossLaps,",13,С-концевые телопептиды коллагена (β-Cross Laps),С-концевые телопептиды коллагена (β-Cross Laps),Сыв-ка крови,нг/мл,ЭХЛА
1770,invalid_column_count,invalid_column_count,"β-CTX,",2,β-CTX,,,,
1771,invalid_column_count,invalid_column_count,"С-концевые телопептиды,",2,С-концевые телопептиды,,,,
1772,invalid_column_count,invalid_column_count,"Коллагеновые маркеры"",""Beta-CrossLaps,",2,"Коллагеновые маркеры,Beta-CrossLaps",,,,
1773,invalid_column_count,invalid_column_count,"β-CTX,",2,β-CTX,,,,
1774,invalid_column_count,invalid_column_count,"C-terminal telopeptides,",2,C-terminal telopeptides,,,,
1775,invalid_column_count,invalid_column_count,"Collagen markers""",1,Collagen markers,,,,
1780,invalid_column_count,invalid_column_count,"Маркер формирования костного матрикса P1NP (N-терминальный пропептид проколлагена 1 типа),Маркер формирования костного матрикса P1NP (N-терминальный пропептид проколлагена 1 типа),Сыв-ка крови,нг/мл,0,36.4,муж.,,,ЭХЛА,,,""P1NP,",13,Маркер формирования костного матрикса P1NP (N-терминальный пропептид проколлагена 1 типа),Маркер формирования костного матрикса P1NP (N-терминальный пропептид проколлагена 1 типа),Сыв-ка крови,нг/мл,ЭХЛА
1781,invalid_column_count,invalid_column_count,"PINP,",2,PINP,,,,
1782,invalid_column_count,invalid_column_count,"N-терминальный пропептид,",2,N-терминальный пропептид,,,,
1783,invalid_column_count,invalid_column_count,"Проколлаген 1 типа"",""P1NP,",2,"Проколлаген 1 типа,P1NP",,,,
1784,invalid_column_count,invalid_column_count,"PINP,",2,PINP,,,,
1785,invalid_column_count,invalid_column_count,"N-terminal propeptide,",2,N-terminal propeptide,,,,
1786,invalid_column_count,invalid_column_count,"Procollagen type 1""",1,Procollagen type 1,,,,
1790,invalid_column_count,invalid_column_count,"Соматотропный гормон (СТГ),Соматотропный гормон (СТГ),Сыв-ка крови,мМе/л,3.0,70.2,новорожденные муж.,,,ИХЛА,Гормональные исследования,Гормоны роста		,""Гормон роста,",13,Соматотропный гормон (СТГ),Соматотропный гормон (СТГ),Сыв-ка крови,мМе/л,ИХЛА
1791,invalid_column_count,invalid_column_count,"GH,",2,GH,,,,
1792,invalid_column_count,invalid_column_count,"Соматотропин,",2,Соматотропин,,,,
1793,invalid_column_count,invalid_column_count,"ГР,",2,ГР,,,,
1794,invalid_column_count,invalid_column_count,"Гипофизарный гормон роста,",2,Гипофизарный гормон роста,,,,
1795,invalid_column_count,invalid_column_count,"STH"",""Growth hormone,",2,"STH,Growth hormone",,,,
1796,invalid_column_count,invalid_column_count,"GH,",2,GH,,,,
1797,invalid_column_count,invalid_column_count,"Somatotropin,",2,Somatotropin,,,,
1798,invalid_column_count,invalid_column_count,"STH,",2,STH,,,,
1799,invalid_column_count,invalid_column_count,"Pituitary growth hormone,",2,Pituitary growth hormone,,,,
1800,invalid_column_count,invalid_column_count,"Human growth hormone (hGH)""",1,Human growth hormone (hGH),,,,
1801,needs_review,unit_conflict_for_same_test_context,",,,мМе/л,6.2,62.4,новорожденные жен.,,,,,,,",14,Соотношение Пепсиноген-I / Пепсиноген-II,Соотношение Пепсиноген-I / Пепсиноген-II,Сыв-ка крови,мМе/л,Расчетный
1828,invalid_column_count,invalid_column_count,"Лептин,Лептин,Сыв-ка крови,нг/мл,2.0,5.6,муж.,,,ИФА,Гормональные исследования,Гормоны жировой ткани		,""Гормон насыщения,",13,Лептин,Лептин,Сыв-ка крови,нг/мл,ИФА
1829,invalid_column_count,invalid_column_count,"Жировой гормон,",2,Жировой гормон,,,,
1830,invalid_column_count,invalid_column_count,"LEP,",2,LEP,,,,
1831,invalid_column_count,invalid_column_count,"Белковый гормон адипоцитов,",2,Белковый гормон адипоцитов,,,,
1832,invalid_column_count,invalid_column_count,"Регулятор энергетического обмена"",""Leptin,",2,"Регулятор энергетического обмена,Leptin",,,,
1833,invalid_column_count,invalid_column_count,"Satiety hormone,",2,Satiety hormone,,,,
1834,invalid_column_count,invalid_column_count,"Fat hormone,",2,Fat hormone,,,,
1835,invalid_column_count,invalid_column_count,"Adipocyte hormone,",2,Adipocyte hormone,,,,
1836,invalid_column_count,invalid_column_count,"Energy metabolism regulator""",1,Energy metabolism regulator,,,,
1838,invalid_column_count,invalid_column_count,"Серотонин,Серотонин,Сыв-ка крови,нг/мл,50.0,220.0,,,,ВЭЖХ-МС,,,""5-гидрокситриптамин,",13,Серотонин,Серотонин,Сыв-ка крови,нг/мл,ВЭЖХ-МС
1839,invalid_column_count,invalid_column_count,"5-НТ,",2,5-НТ,,,,
1840,invalid_column_count,invalid_column_count,"Гормон хорошего настроения,",2,Гормон хорошего настроения,,,,
1841,invalid_column_count,invalid_column_count,"Нейромедиатор счастья,",2,Нейромедиатор счастья,,,,
1842,invalid_column_count,invalid_column_count,"Энтерамин"",""Serotonin,",2,"Энтерамин,Serotonin",,,,
1843,invalid_column_count,invalid_column_count,"5-HT,",2,5-HT,,,,
1844,invalid_column_count,invalid_column_count,"5-hydroxytryptamine,",2,5-hydroxytryptamine,,,,
1845,invalid_column_count,invalid_column_count,"Happiness neurotransmitter,",2,Happiness neurotransmitter,,,,
1846,invalid_column_count,invalid_column_count,"Enteramine""",1,Enteramine,,,,
1847,invalid_column_count,invalid_column_count,"Гистамин,Гистамин,Плазма ЭДТА,нмоль/л,0,9.3,,,,ВЭЖХ-МС,,,""2-(4-имидазолил)этиламин,",13,Гистамин,Гистамин,Плазма ЭДТА,нмоль/л,ВЭЖХ-МС
1848,invalid_column_count,invalid_column_count,"Медиатор аллергии,",2,Медиатор аллергии,,,,
1849,invalid_column_count,invalid_column_count,"Гистамин сывороточный,",2,Гистамин сывороточный,,,,
1850,invalid_column_count,invalid_column_count,"Тканевый гормон"",""Histamine,",2,"Тканевый гормон,Histamine",,,,
1851,invalid_column_count,invalid_column_count,"2-(1H-imidazol-4-yl)ethanamine,",2,2-(1H-imidazol-4-yl)ethanamine,,,,
1852,invalid_column_count,invalid_column_count,"Allergy mediator,",2,Allergy mediator,,,,
1853,invalid_column_count,invalid_column_count,"Tissue hormone""",1,Tissue hormone,,,,
1854,invalid_column_count,invalid_column_count,"Эритропоэтин,Эритропоэтин,Сыв-ка крови,мМЕ/мл,4.3,29.0,,,,ИХЛА,Гормональные исследования,Биогенные амины		,""ЭПО,",13,Эритропоэтин,Эритропоэтин,Сыв-ка крови,мМЕ/мл,ИХЛА
1855,invalid_column_count,invalid_column_count,"Гормон кроветворения,",2,Гормон кроветворения,,,,
1856,invalid_column_count,invalid_column_count,"Почечный гормон,",2,Почечный гормон,,,,
1857,invalid_column_count,invalid_column_count,"Гемопоэтин,",2,Гемопоэтин,,,,
1858,invalid_column_count,invalid_column_count,"Стимулятор эритропоэза"",""Erythropoietin,",2,"Стимулятор эритропоэза,Erythropoietin",,,,
1859,invalid_column_count,invalid_column_count,"EPO,",2,EPO,,,,
1860,invalid_column_count,invalid_column_count,"Hematopoietin,",2,Hematopoietin,,,,
1861,invalid_column_count,invalid_column_count,"Kidney hormone,",2,Kidney hormone,,,,
1862,invalid_column_count,invalid_column_count,"Erythropoiesis stimulator""",1,Erythropoiesis stimulator,,,,
2022,invalid_column_count,invalid_column_count,"""Прогастрин-высвобождающий пептид (Pro-GRP)",1,Прогастрин-высвобождающий пептид (Pro-GRP),,,,
2023,invalid_column_count,invalid_column_count,""",""Прогастрин-высвобождающий пептид (Pro-GRP)",1,",Прогастрин-высвобождающий пептид (Pro-GRP)",,,,
2024,invalid_column_count,invalid_column_count,""",Сыв-ка крови,пг/мл,0,50.0,,,,ИХЛА,МАРКЕРЫ ОПУХОЛЕВОГО РОСТА		,МАРКЕРЫ ОПУХОЛЕВОГО РОСТА		,""Прогастрин-рилизинг пептид, ProGRP, Предшественник гастрин-рилизинг пептида, Маркер мелкоклеточного рака легкого, Нейроэндокринный онкомаркер, Прогастрин-высвобождающий белок, Пептид-предшественник GRP"",""Pro-Gastrin-Releasing Peptide, ProGRP, GRP precursor, Small cell lung cancer marker, Neuroendocrine tumor marker, Pro-gastrin-releasing protein, GRP propeptide""",13,",Сыв-ка крови,пг/мл,0,50.0,,,,ИХЛА,МАРКЕРЫ ОПУХОЛЕВОГО РОСТА ,МАРКЕРЫ ОПУХОЛЕВОГО РОСТА ,Прогастрин-рилизинг пептид",ProGRP,Предшественник гастрин-рилизинг пептида,Маркер мелкоклеточного рака легкого,Small cell lung cancer marker
2081,invalid_column_count,invalid_column_count,"Ат к вирусу паротита IgM (Mumps IgM),""Ат к вирусу паротита IgM (Mumps IgM)",2,Ат к вирусу паротита IgM (Mumps IgM),Ат к вирусу паротита IgM (Mumps IgM),,,
2083,invalid_column_count,invalid_column_count,",""Ат к вирусу паротита IgM (Mumps IgM)",2,,Ат к вирусу паротита IgM (Mumps IgM),,,
2084,invalid_column_count,invalid_column_count," Качественный"",,,,отрицательный,,,,,,,,",1,"Качественный,,,,отрицательный,,,,,,,,",,,,
2101,invalid_column_count,invalid_column_count,"Ат к Chlamydia trachomatis IgG,""Ат к Chlamydia trachomatis IgG",2,Ат к Chlamydia trachomatis IgG,Ат к Chlamydia trachomatis IgG,,,
2102,invalid_column_count,invalid_column_count," Полу-количественный"",Сыв-ка крови,,,,,,,,БАКТЕРИАЛЬНЫЕ ИНФЕКЦИИ		,Бактериальные инфекции половых органов		,Антитела класса IgG к Chlamydia trachomatis; Иммуноглобулины класса G к Chlamydia trachomatis; IgG антитела к хламидиям; Антитела IgG к возбудителю хламидиоза; Иммуноглобулины G к Chlamydia trachomatis; Антитела к хламидиям класса G; Серологический маркер IgG к Chlamydia trachomatis,""Anti-Chlamydia tr.-IgG; Chlamydia trachomatis IgG antibodies; Chlamydia tr. Antibodies, IgG; Anti-Chlamydia trachomatis IgG; Chlamydia trachomatis immunoglobulin G; IgG antibodies to Chlamydia trachomatis; Serological marker IgG for Chlamydia trachomatis""",2,"Полу-количественный,Сыв-ка крови,,,,,,,,БАКТЕРИАЛЬНЫЕ ИНФЕКЦИИ ,Бактериальные инфекции половых органов ,Антитела класса IgG к Chlamydia trachomatis; Иммуноглобулины класса G к Chlamydia trachomatis; IgG антитела к хламидиям; Антитела IgG к возбудителю хламидиоза; Иммуноглобулины G к Chlamydia trachomatis; Антитела к хламидиям класса G; Серологический маркер IgG к Chlamydia trachomatis,Anti-Chlamydia tr.-IgG; Chlamydia trachomatis IgG antibodies; Chlamydia tr. Antibodies",IgG; Anti-Chlamydia trachomatis IgG; Chlamydia trachomatis immunoglobulin G; IgG antibodies to Chlamydia trachomatis; Serological marker IgG for Chlamydia trachomatis,,,
2103,invalid_column_count,invalid_column_count,",""Ат к Chlamydia trachomatis IgG",2,,Ат к Chlamydia trachomatis IgG,,,
2104,invalid_column_count,invalid_column_count," Качественный"",,,,,,,,,,,,",1,"Качественный,,,,,,,,,,,,",,,,
2215,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2216,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2220,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2221,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2225,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2226,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2230,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2231,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2235,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2236,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2240,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2241,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2245,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2246,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2250,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2251,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2255,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2256,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2260,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2261,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2265,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2266,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2270,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2271,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2275,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2276,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2280,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
